Image name,SKU name,Name,Inventory,Price,Category,Colour,Description
EAR50.jpg.jpg,EAR50,Nazar Blue Drops,2,400,Earring,"Blue, White, Turquoise, Black","These are handcrafted seed bead earrings featuring a classic evil eye (nazar) motif rendered in concentric rings of cobalt blue, white, turquoise, and black beads on a marquise-shaped base. Each earring has a small teardrop-cut teal crystal accent on the stud/top component, framed with blue seed beads. The meticulous beadwork indicates skilled artisanal craftsmanship, making them suitable for festive, bohemian, or resort-style occasions. The ruler in the image confirms the eye component is approximately 5–6cm in length."
EAR51.jpg.jpg,EAR51,Beetle Sequin Brooch,2,449,Earring,Black and Silver,"A matching pair of handcrafted insect-motif brooches designed to resemble beetles or flies, featuring layered black and silver sequins forming the wings in a scale-like overlapping pattern, with a body constructed from densely packed black seed beads and black bugle beads forming antennae/legs. The craftsmanship reflects an embroidery-style beadwork technique, likely hand-stitched onto a fabric base. Suited for statement fashion styling on jackets, blazers, or bags, and would appeal to avant-garde or theatrical fashion aesthetics."
EAR52.jpg.jpg,EAR52,Teal Daisy Square Drops,1,499,Earring,"Blue, White, and Yellow","These are handcrafted seed bead earrings featuring a large open-centre square pendant (approximately 4–5cm based on the ruler visible) connected to a smaller square stud top, both densely covered in turquoise blue seed beads with white daisy motifs and yellow centres. The intricate bead embroidery is worked on a fabric/felt base with silver-toned edge finishing. They are well-suited for casual, bohemian, or summer/festive occasions and show skilled artisanal beadwork consistent with South Asian or Latin American craft traditions."
EAR53.jpg.jpg,EAR53,Pink Daisy Square Drops,2,499,Earring,"Hot Pink, White, and Yellow","These are handcrafted seed bead earrings featuring a large open-square pendant with a smaller square drop, both densely covered in a repeating daisy motif using hot pink, white, and yellow seed beads on a gold-edged base. The ruler in the image suggests the larger square measures approximately 4–5cm across. The intricate bead embroidery technique and bold floral pattern make these well-suited for casual, festive, or bohemian occasions."
BRAC01.jpg.jpg,BRAC01,Rainbow Twist Cuff,1,599,Bracelet,"Multicolour — Pink, Teal, Orange, Gold, Black, White, Brown","A bold statement cuff-style bracelet constructed from multiple continuous strands of densely packed multicolour seed beads twisted and gathered at the centre, creating a braided knot effect. The palette spans hot pink, teal, orange, gold, black, cream, and brown, giving it a vibrant boho-festival feel. Displayed on a dark felt bracelet pillow, the piece measures approximately 7–8cm across the widest twisted section, classifying it as extra large. Suitable for casual, festival, or eclectic styling."
BRAC02.jpg.jpg,BRAC02,Carnival Knot Wrap,0,599,Bracelet,"Multicolour — Teal, Red, Orange, Green, Purple, Black, White","A lively twisted multi-strand wrap bracelet featuring densely layered seed beads in a vivid carnival colour palette of teal, red, orange, lime green, purple, black, and cream, gathered into a central knotted section. The brighter, more saturated hues distinguish this piece from BRAC01, and the knot construction is tighter with more uniform bead sizes. Photographed on a dark felt display block; the total span measures approximately 7–8cm, placing it in the extra-large category. Great for boho, festive, or summer layering."
BRAC03.jpg.jpg,BRAC03,Earth Candy Wrap,1,599,Bracelet,"Multicolour — Teal, Orange, Pink, Cream, Black, Olive, Brown","A wide multi-strand layered wrap bracelet made up of numerous individual seed bead strands displayed together on a dark felt block. The palette leans slightly more earthy compared to BRAC01 and BRAC02, incorporating teal, burnt orange, dusty pink, cream, olive green, black, and chocolate brown. Unlike the twisted-knot siblings, the strands lie in parallel stacked rows, giving it a broader, flat cuff appearance that spans approximately 6–7cm in width. Suitable for boho, ethnic, or artisan layered styling."
BRAC04.jpg.jpg,BRAC04,Ocean Braid Cuff,1,599,Bracelet,"Teal / Emerald Green, Blue, White, and Dark Navy","A sophisticated braided cuff bracelet composed of multiple strands of small iridescent and opaque seed beads in a cool ocean-inspired palette of emerald teal, sky blue, navy, and white. The strands are woven into a flat braid that crosses at the centre, creating a twisted X-pattern. The iridescent finish on the teal beads gives the piece a subtle metallic shimmer. Photographed on a dark felt block, the cuff width spans approximately 4–5cm, placing it in the large size category. Ideal for casual, coastal, or evening styling."
BRAC05.jpg.jpg,BRAC05,Lavender Loom Cuff,1,599,Bracelet,"Lavender / Lilac, Bronze/Gold, Cream, and Dark Brown","A structured loom-woven cuff bracelet featuring alternating rows of metallic bronze/gold cube beads and round seed beads in lavender, cream, and dark brown, finished with a natural-coloured cord or leather edging at both sides. The geometric repeating pattern of contrasting matte and metallic elements gives it a refined artisan feel. The cuff measures approximately 3–4cm wide, placing it in the medium size category. The pale cord binding adds a boho-luxe finishing touch. Suitable for ethnic, festive, or everyday styling."
BRAC06.jpg.jpg,BRAC06,Royal Wave Cuff,1,499,Bracelet,"Royal Blue, Teal, Gold, Magenta/Pink, and Red","A striking loom-woven cuff bracelet with a deep royal blue ground, punctuated by a repeating zigzag or chevron wave motif in metallic gold bugle beads, with small accent touches of teal, magenta, and red. The dense, even bead placement and precise geometric pattern indicate skilled loom beadwork. The cuff measures approximately 2.5–3.5cm in width (medium). The bold blue-and-gold colourway gives it a regal, statement-making character suitable for festive, ethnic, or special occasion wear."
BRAC07.jpg.jpg,BRAC07,Noir Tassel Stack,1,599,Bracelet,Black and Gold,"A curated two-piece bracelet stack set presented on a branded POP by Nikkashi card. The top strand is a sleek row of flat black heishi/disc beads giving a smooth, minimalist look. The lower strand is more textural, combining irregular black chip beads, black faceted crystals, and gold barrel and metallic accent beads, finished with a hanging charm cluster comprising a round black cabochon pendant and a black thread tassel on a gold hook. The all-black-and-gold palette makes this a versatile, contemporary accessory for evening, minimal, or streetwear styling."
BRAC08.jpg.jpg,BRAC08,Sandy Shore Stack,1,599,Bracelet,"Coral / Salmon Pink, Cream, Brown / Natural Wood, White, and Gold","A five-piece stacked bracelet set with a warm coastal aesthetic, displayed on a branded POP by Nikkashi card. Strands include: a row of coral seed beads, a strand of natural brown wood beads with gold separators, a cream heishi/disc bead row, and a mixed strand featuring a gold seashell charm and a coral bead cluster. A small freshwater-style pearl drop dangles from one strand as a focal charm. The natural-meets-coral palette gives this set a breezy, beach-holiday feel, suitable for casual, coastal, or summer occasion styling."
BRAC09.jpg.jpg,BRAC09,Citrus Fiesta Stack,1,599,Bracelet,"Orange, Red, Gold, Multicolour (Rainbow Heishi)","A four-piece bracelet stack set with a bright, zesty citrus colour story, displayed on a branded POP by Nikkashi card. Strands include: a vibrant rainbow polymer clay heishi strand (the hero piece), a faceted amber/orange glass bead strand with gold accents, a fine orange seed bead strand, and a delicate coral seed bead bracelet. The combination of matte clay and shimmering faceted glass creates a pleasing textural contrast. Energetic and summery, this set suits casual, beach, or festival layering."
BRAC10.jpg.jpg,BRAC10,Diamond Daze Cuff,1,499,Bracelet,"Black, Rose Pink, Gold / Bronze","A precision loom-woven cuff bracelet featuring a repeating diamond or argyle pattern in black and rose pink seed beads, outlined and separated by gold/bronze metallic seed beads. The design creates a series of pointed diamond shapes marching along the length of a narrow band approximately 1.5–2cm wide (small). The piece is mounted on a branded POP by Nikkashi display card. The classic black-and-pink colour combination with gold accents makes this versatile for both festive and everyday styling."
BRAC11.jpg.jpg,BRAC11,Blush Sunset Cuff,1,349,Bracelet,"White, Blush Pink, Teal / Emerald Green, and Beige/Tan","A flat loom-woven cuff bracelet with a soft, modern colour-block design. The dominant white field is intersected by a diagonal stripe of blush pink that transitions into a band of deep teal/emerald green, with subtle beige metallic accents creating gentle texture. The clean diagonal geometry gives this piece a contemporary artisan feel. Width measures approximately 2.5–3cm (medium). Mounted on a branded POP by Nikkashi display card. The muted, sophisticated palette suits casual, office, or everyday wear."
BRAC12.jpg.jpg,BRAC12,Fox Fire Cuff,1,399,Bracelet,"Burnt Orange, White, and Black","A bold, wide loom-woven cuff bracelet featuring a repeating stylised fox or geometric animal-face motif rendered in burnt orange, white, and black seed beads. The high-contrast colour scheme and large pixel-art-style design make it a definitive statement piece. The cuff width is approximately 5–6cm (large), making it a genuine wide-cuff bracelet. Mounted on a branded POP by Nikkashi display card. This piece suits fashion-forward, maximalist, or playful styling — a conversation starter for festivals, street style, or boho occasions."
BRAC13.jpg.jpg,BRAC13,Stardust Pink Cuff,1,499,Bracelet,Blush Pink and Gold / Metallic Yellow,"A sweet, feminine loom-woven cuff bracelet featuring a repeating six-pointed or five-pointed star motif in metallic gold seed beads set against a blush pink field. The all-over star pattern runs evenly along the full length of the band, which measures approximately 3–4cm wide (medium). Mounted on a branded POP by Nikkashi display card. The soft pink-and-gold palette gives it a romantic, celestial character ideal for festive, gifting, or everyday styling."
BRAC14.jpg.jpg,BRAC14,Tangerine Dream Stack,1,599,Bracelet,"Orange, Coral, Gold / Mustard Yellow","A four-piece warm-toned bracelet stack set presented on a branded POP by Nikkashi card. Strands include: a mustard-gold metallic tube bead bracelet (the statement piece), a strand of smooth oval orange stone or resin beads separated by small gold beads, a row of fine coral seed beads, and a thinner orange seed bead bracelet. The monochromatic orange-to-gold spectrum creates a cohesive, sun-drenched look. Suits casual, boho, or summer festive styling."
BRAC15.jpg.jpg,BRAC15,Dark Plaid Cuff,0,399,Bracelet,"Black, Rose Pink, and Gold / Bronze Metallic","A sophisticated loom-woven cuff bracelet featuring a tartan/plaid-inspired pattern in black seed beads with crossing diagonal bands of rose pink and gold metallic seed beads. The intersecting geometric grid creates a plaid-like visual on a predominantly black ground. Width is approximately 2–3cm (medium). Mounted on a branded POP by Nikkashi display card. The dark, structured aesthetic suits minimal, edgy, or evening styling, and pairs naturally with BRAC10 (similar palette) for a cohesive wrist stack."
BRAC16.jpg.jpg,BRAC16,Golden Hour Mix,1,599,Bracelet,"Mustard Yellow, Amber, Orange, Coral, Teal, Pink, and Gold","A loose assortment of five to six individual bracelets photographed together in a clear plastic bag — likely a set sold together. Components visible include: a gold bamboo/tube bead bangle (rigid), a multicolour round stone/glass bead strand in teal, pink, orange, and cream, two mustard/amber seed bead strands, a transparent amber faceted glass bead bracelet, and a fine coral seed bead strand. The warm golden-hour palette of mustard, amber, teal, and coral makes this a high-value multi-piece set. Suitable for casual, boho, or festival layering."
,,,,,,,
,,,,,,,
